stars,forks,contributors_count,stars_forks_ratio,log_stars,log_forks,stars_per_contributor,normalized_stars,normalized_forks,popularity_score,has_contributors,high_stars,high_forks,search_language_encoded,timeframe_encoded,language_encoded
0.8253260433323398,2.1423436300146017,0.0,-0.9127016409166524,1.0819255808817336,1.905802452851947,0.0,0.8253260433323396,2.1423436300146017,1.7182346686645178,0,1,1,16,0,17
-0.4338070446063509,-0.3414969303209386,0.0,0.584663208648657,-0.06474986300666172,-0.5679541605230676,0.0,-0.43380704460635094,-0.3414969303209387,-0.45252110002166324,0,0,0,16,0,6
1.8161690736206866,1.3258536057222605,0.0,-0.6076797121299891,1.4008094967431792,1.6600989945849114,0.0,1.8161690736206864,1.3258536057222605,1.8348693684317836,0,1,1,16,0,19
1.1664130667630006,0.2910473370174838,0.0,-0.1645599796209505,1.210733044797292,1.0773674654673178,0.0,1.1664130667630006,0.29104733701748375,0.8565164383611333,0,1,1,16,0,17
3.024869539832202,0.8353740198790444,0.0,-0.051748171795831605,1.6496430732106515,1.4476709283374978,0.0,3.0248695398322014,0.8353740198790444,2.2675038662548874,0,1,1,16,0,23
1.7887983993391356,0.3326738162727996,0.0,0.08551376305750392,1.393860277113959,1.114745350135306,0.0,1.788798399339135,0.3326738162727996,1.2482555241325417,0,1,1,16,0,6
0.3594911191281938,0.06980323626598892,0.0,-0.32607592712526934,0.8482447058658723,0.8300536444981558,0.0,0.3594911191281937,0.06980323626598887,0.25255165182219874,0,1,1,16,0,17
-0.2660129109672782,-0.29656070042146926,0.0,0.4052414103125491,0.26576682437038524,-0.1659997315355425,0.0,-0.2660129109672783,-0.29656070042146937,-0.32754515665963685,0,1,0,16,0,28
0.02681637190100811,-0.0442558628556103,0.0,-0.40449740628824077,0.6045301234839145,0.6508258703207306,0.0,0.026816371901007982,-0.04425586285561039,-0.009570056092084436,0,1,1,16,0,17
-0.30565319785780015,-0.3091632124895924,0.0,0.46773285849753987,0.20188725095558485,-0.25544918707057856,0.0,-0.30565319785780015,-0.3091632124895925,-0.3582109438496921,0,1,0,16,0,17
4.89608805143448,1.6819063961721634,0.0,-0.16854522324231902,1.9071751985079497,1.7791144150264944,0.0,4.8960880514344804,1.6819063961721639,3.8596070162906657,0,1,1,16,0,27
-0.4391826942778399,-0.30979970299808346,0.0,-0.09688967724162519,-0.07883282376168758,-0.2603209751440607,0.0,-0.43918269427783996,-0.3097997029980835,-0.4374926578838576,0,0,0,16,0,17
-0.0824611477568179,-0.12916369668831865,0.0,-0.3200322625773101,0.4982838720398825,0.4739637302964192,0.0,-0.08246114775681794,-0.12916369668831873,-0.12292047724302997,0,1,1,16,0,17
-0.10347132051866804,-0.17982834116420757,0.0,-0.16343258354127083,0.47562845547667104,0.33867791706599504,0.0,-0.10347132051866809,-0.17982834116420765,-0.16443701198446353,0,1,1,16,0,10
3.6076966565051656,0.2014294734219416,0.0,1.4418187549332033,1.7416827595268916,0.9885027106378242,0.0,3.607696656505165,0.20142947342194148,2.2478464184709916,0,1,1,16,0,27
1.231618466213352,0.26304175464387686,0.0,-0.08820600202949802,1.2326162385647637,1.0509155603676366,0.0,1.2316184662133516,0.2630417546438768,0.878967787080163,0,1,1,16,0,17
1.0185211475565399,0.07642273755429602,0.0,0.1625106913096951,1.1580855139326118,0.8390458938827555,0.0,1.0185211475565399,0.07642273755429596,0.6458413792850758,0,1,1,16,0,6
-0.07605961074344168,-0.2704645895733355,0.0,0.6323000054895909,0.5050276939680274,-0.013316379559241904,0.0,-0.07605961074344174,-0.2704645895733356,-0.20029402668723842,0,1,0,16,0,1
-0.003837141874581838,-0.18453837092704148,0.0,0.02896541523289407,0.5764910829957203,0.32449527253907656,0.0,-0.0038371418745819126,-0.18453837092704153,-0.108258284513318,0,1,1,16,2,17
0.5805082880643752,0.3562239650869691,0.0,-0.5262844830521273,0.9699375325855629,1.1349519877311138,0.0,0.5805082880643749,0.3562239650869691,0.5476803111924041,0,1,1,16,2,17
0.1179151678605927,-0.17919185065571652,0.0,0.20326854363308797,0.6811694937643376,0.3405703047726379,0.0,0.11791516786059264,-0.17919185065571658,-0.0332316774171445,0,1,1,16,2,17
0.16416216923286828,-0.10141271051810812,0.0,-0.0952164637339327,0.7167745626138066,0.5373780701721023,0.0,0.16416216923286825,-0.10141271051810816,0.03877320767573865,0,1,1,16,2,27
0.8253260433323398,2.1423436300146017,0.0,-0.9127016409166524,1.0819255808817336,1.905802452851947,0.0,0.8253260433323396,2.1423436300146017,1.7182346686645178,0,1,1,16,2,17
-0.501433538183556,-0.3729395614403973,0.0,2.138710704899964,-0.27007310690258285,-1.1829516970669645,0.0,-0.5014335381835561,-0.37293956144039736,-0.5105476951326465,0,0,0,16,2,6
0.12595812462098846,-0.2927417573705229,0.0,1.7490815781661075,0.687508135252978,-0.1412174264695141,0.0,0.12595812462098835,-0.292741757370523,-0.09369622880990176,0,1,0,16,2,6
0.9512639734224142,0.009336637959337547,0.0,0.3178829870423473,1.1326042196903212,0.7413854382716042,0.0,0.9512639734224141,0.009336637959337491,0.5675610498339989,0,1,1,16,2,6
-0.4864555829920027,-0.3728122633386991,0.0,2.393967449359809,-0.21847805910608062,-1.1787532245905779,0.0,-0.48645558299200276,-0.37281226333869916,-0.5016225857440177,0,0,0,16,2,6
0.5625757773281866,0.044980106434837304,0.0,-0.11567803937015395,0.9608949787875137,0.7951448338603846,0.0,0.5625757773281864,0.044980106434837214,0.3583177168666511,0,1,1,16,2,27
